Default channel group,Data driven path attributed conversions,Conversions,Purchase revenue,Days to conversion,Touchpoints to conversion
"[""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,882,70331.77885,12.67913832,20
"[""Display"",""Paid Search"",""Paid Search""]",NaN,871,5639.99979,40.9184845,3
"[""Email"",""Email"",""Email""]",NaN,863,16635.28601,21.96987254,3
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,843,17616.09523,21.20166074,4.009489917
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,832,1921.365291,7.128605769,10.99038462
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,798,11419.99697,39.99498747,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,770,19872.79412,44.15714286,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,770,54929.96756,10.63376623,6
"[""Paid Video"",""Cross-network"",""Paid Video""]",NaN,757,1379.99961,23.88771466,3
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Video"",""Paid Video"",""Paid Search"",""Paid Search""]",NaN,757,62579.95714,25,10
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,754,15001.09196,16.23607427,19.60742706
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,744,54863.92148,22.13037634,20
"[""Paid Video"",""Unassigned""]",NaN,737,0,14.45590231,2
"[""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,737,129.999022,13.69335142,5
"[""Cross-network"",""Unassigned"",""Unassigned""]",NaN,732,709.999583,34.32786885,3
"[""Unassigned"",""Unassigned"",""Paid Other""]",NaN,719,0,27.12100139,3
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,719,9059.998637,16.29624478,14
"[""Cross-network"",""Cross-network"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,719,52803.99432,35.14047288,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,718,0,11.82172702,15
"[""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other""]",NaN,711,0,1.147679325,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,697,14884.49177,26.29555237,5
"[""Email"",""Email""]",NaN,689,2520.021248,0.804063861,2
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,686,0,6.125364431,13
"[""Cross-network"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,683,0,34.18740849,4
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,683,15273.79847,25.02928258,4
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,678,16259.70925,29.71091445,5
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,675,5312.489464,2.139259259,8.699259259
"[""Paid Video"",""Paid Video"",""Paid Search""]",NaN,671,1609.9997,11.75111773,3
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,644,37863.96075,7.928571429,7.010869565
"[""Display"",""Paid Video""]",NaN,642,0,50.55607477,2
"[""Display"",""Display"",""Paid Search""]",NaN,634,0,50.79968454,3.009463722
"[""Cross-network"",""Paid Search"",""Cross-network""]",NaN,629,3849.616791,41.64387917,3
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,629,28512.00083,23.9427663,18
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,627,45103.77218,18.59489633,18.13875598
"[""Cross-network"",""Cross-network"",""Paid Video"",""Cross-network""]",NaN,625,954.998743,33.0256,4
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,619,18931.96875,22.33764136,19.42487884
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,614,48779.90344,17.29153094,19.83550489
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,599,34053.98013,27.97662771,5.008347245
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,596,0,6.661073826,14
"[""Paid Video"",""Unassigned"",""Unassigned""]",NaN,587,239.999327,16.2572402,3
"[""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,586,0,2.37883959,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,581,36623.89,13,20
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,580,23339.17664,45.72586207,4
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,580,47654.0284,19.07413793,8.593103448
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,574,33119.96052,18,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,570,0,17.09298246,9
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video""]",NaN,561,2279.98835,41.88235294,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,561,41159.89142,30,20
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,560,6080.093128,8.457142857,12.14285714
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,558,18136.54318,5.879928315,6.494623656
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,555,76439.91683,4.005405405,20
"[""Display"",""Display"",""Display"",""Display"",""Display""]",NaN,551,2280.027141,34.02722323,5
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Social""]",NaN,549,39689.97202,62.22404372,7
"[""Cross-network"",""Paid Video"",""Paid Search""]",NaN,548,2849.999955,40.43248175,3
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,548,40739.89716,30.46532847,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video""]",NaN,545,1100.000028,25.80183486,4
"[""Cross-network"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,541,197.936979,12.58040665,4
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video""]",NaN,538,12341.74685,1.985130112,9.234200743
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,530,1939.999356,39.08679245,5
"[""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,522,8743.998568,46.26436782,4
"[""Paid Video"",""Unassigned"",""Unassigned"",""Unassigned""]",NaN,520,0,17.21730769,4
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,511,5204.99998,25.38356164,6
"[""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other"",""Paid Other""]",NaN,509,0,6.100196464,20
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,499,4017.99895,19.15430862,16.03206413
"[""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,495,1999.9969,16.36767677,5
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,489,10784.48683,3.942740286,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,483,34475.97763,5.826086957,20
"[""Paid Video"",""Paid Video"",""Cross-network"",""Cross-network""]",NaN,479,119.99925,14.79749478,4
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,475,29281.97365,10.61473684,20
"[""Cross-network"",""Organic Video"",""Organic Video""]",NaN,473,999.999657,14.57505285,3
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,472,0,13.34957627,17
"[""Cross-network"",""Display"",""Display""]",NaN,472,0,25.59957627,3
"[""Cross-network"",""Cross-network"",""Cross-network"",""Paid Video"",""Paid Video""]",NaN,471,119.999092,40.19957537,5
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,469,44423.98574,25.02771855,20
"[""Cross-network"",""Cross-network"",""Display""]",NaN,468,2091.999555,27.55128205,3
"[""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,466,53472.06983,14.19957082,9.463519313
"[""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,465,11083.97869,25.02365591,4
"[""Paid Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,464,44099.97998,68,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,462,5010.077018,25.59307359,6
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,460,0,8.2,12.50652174
"[""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,456,8458.947181,2.585526316,5
"[""Paid Search"",""Display""]",NaN,456,10232.00033,30.07894737,2
"[""Paid Search"",""Paid Video"",""Paid Video""]",NaN,455,635.999385,32.91648352,3
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,453,11049.99607,27.97350993,7
"[""Paid Video"",""Paid Video"",""Organic Video"",""Organic Video""]",NaN,451,0,5.337028825,4
"[""Paid Search"",""Organic Video"",""Organic Video""]",NaN,447,1039.999871,3.615212528,3.852348993
"[""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,447,7399.211789,33.89038031,4
"[""SMS"",""SMS""]",NaN,446,2228.993257,1.038116592,2
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,446,10680.0816,23.74887892,7
"[""Display"",""Referral"",""Referral""]",NaN,445,119.999419,0.826966292,3
"[""Organic Search"",""Paid Search"",""Paid Search""]",NaN,440,4994.554559,28.82272727,3.006818182
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,439,1769.999032,27.1070615,6.027334852
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,432,5488.966884,15.22685185,5.543981481
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,424,0,9.908018868,15
"[""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",NaN,421,14059.98607,8.308788599,7.232779097
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,420,19028.90863,24.45714286,8
"[""Paid Search"",""Organic Video""]",NaN,419,1949.928016,7.637231504,2.429594272
"[""Paid Search"",""Paid Video"",""Paid Search""]",NaN,419,4713.004214,34.68735084,3
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,416,11850.72381,38.87019231,5
"[""Cross-network"",""Paid Video"",""Cross-network"",""Cross-network""]",NaN,415,0,33.32048193,4
"[""Email""]",NaN,412,2999.672444,0.327669903,1
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,412,6259.998693,16.34951456,5.024271845
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,412,7379.996349,31.26213592,7
"[""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,411,6780.994433,15.20194647,6
